roll,mean,std,marginal,s1_prob,s2_prob,s3_ot_remaining,n_s3_ot_total,p1,p5,p10,p25,p50,p75,p90,p95,p99
892,11278.2635,414.8459,13.5781,1.000000,1.000000,504.00,737,10454.00,10650.00,10768.00,10984.00,11249.00,11540.00,11825.00,12007.00,12371.00
893,11291.6542,415.1674,13.3907,1.000000,1.000000,503.74,737,10466.00,10663.00,10781.00,10997.00,11263.00,11554.00,11839.00,12021.00,12384.00
894,11305.1350,415.3919,13.4808,1.000000,1.000000,503.48,737,10477.00,10676.00,10794.00,11011.00,11276.00,11568.00,11853.00,12035.00,12398.01
895,11318.6112,415.7086,13.4762,1.000000,1.000000,503.22,737,10489.00,10689.00,10808.00,11024.00,11290.00,11581.00,11866.10,12048.00,12412.00
896,11332.0197,416.0429,13.4084,1.000000,1.000000,502.96,737,10501.99,10702.00,10820.00,11037.00,11303.00,11595.00,11880.00,12062.00,12426.00
897,11345.4710,416.4449,13.4514,1.000000,1.000000,502.70,737,10513.00,10714.00,10834.00,11050.00,11316.00,11609.00,11894.00,12076.00,12441.00
898,11358.8959,416.7912,13.4249,1.000000,1.000000,502.43,737,10526.00,10726.00,10847.00,11064.00,11330.00,11623.00,11908.00,12090.00,12456.00
899,11372.3463,417.0324,13.4504,1.000000,1.000000,502.17,737,10537.00,10739.00,10860.00,11077.00,11343.00,11636.00,11922.00,12104.00,12470.00
900,11385.8408,417.2795,13.4945,1.000000,1.000000,501.91,737,10549.00,10752.00,10873.00,11090.00,11357.00,11650.00,11937.00,12116.00,12482.00
901,11399.2811,417.5418,13.4403,1.000000,1.000000,501.65,737,10561.00,10765.00,10887.00,11104.00,11370.00,11663.00,11950.00,12131.05,12498.00
902,11412.6997,417.7437,13.4185,1.000000,1.000000,501.39,737,10573.00,10778.00,10900.00,11117.00,11384.00,11677.00,11964.00,12145.00,12511.00
903,11426.1367,418.0983,13.4371,1.000000,1.000000,501.13,737,10584.00,10791.00,10913.00,11131.00,11397.00,11690.00,11978.00,12159.00,12524.00
904,11439.6538,418.4092,13.5171,1.000000,1.000000,500.87,737,10596.00,10803.00,10926.00,11144.00,11410.00,11704.00,11992.00,12173.05,12540.00
905,11453.0453,418.6042,13.3915,1.000000,1.000000,500.61,737,10608.00,10816.00,10939.00,11157.00,11424.00,11717.00,12006.00,12187.00,12556.00
906,11466.5199,418.8709,13.4747,1.000000,1.000000,500.35,737,10621.00,10829.00,10952.00,11170.00,11438.00,11731.00,12020.00,12201.00,12569.00
907,11479.9986,419.1488,13.4786,1.000000,1.000000,500.08,737,10632.00,10843.00,10965.00,11184.00,11451.00,11745.00,12034.00,12214.00,12581.00
908,11493.4402,419.4035,13.4416,1.000000,1.000000,499.82,737,10645.00,10855.00,10978.00,11197.00,11464.00,11758.00,12048.00,12228.00,12595.00
909,11506.9362,419.8205,13.4961,1.000000,1.000000,499.56,737,10656.00,10868.00,10992.00,11210.00,11478.00,11772.00,12061.00,12242.00,12610.00
910,11520.4957,420.1964,13.5594,1.000000,1.000000,499.30,737,10669.00,10881.00,11005.00,11224.00,11491.00,11786.00,12075.00,12256.00,12623.01
911,11533.9697,420.4604,13.4740,1.000000,1.000000,499.04,737,10681.00,10895.00,11017.00,11237.00,11505.00,11800.00,12088.00,12269.00,12639.00
912,11547.3778,420.8156,13.4081,1.000000,1.000000,498.78,737,10693.00,10908.00,11031.00,11250.00,11518.00,11813.00,12103.00,12283.00,12653.00
913,11560.9232,421.1377,13.5453,1.000000,1.000000,498.52,737,10706.00,10921.00,11044.00,11264.00,11531.00,11827.00,12117.00,12297.05,12667.00
914,11574.4104,421.3920,13.4873,1.000000,1.000000,498.26,737,10718.00,10933.00,11057.00,11277.00,11545.00,11841.00,12130.00,12311.00,12680.00
915,11587.7876,421.6709,13.3772,1.000000,1.000000,498.00,737,10731.00,10946.00,11070.00,11290.00,11558.00,11854.00,12144.00,12326.00,12693.00
916,11601.2164,421.9737,13.4288,1.000000,1.000000,497.74,737,10743.00,10959.00,11083.00,11304.00,11572.00,11868.00,12158.00,12339.00,12706.01
917,11614.7055,422.2644,13.4891,1.000000,1.000000,497.48,737,10756.00,10972.95,11096.00,11317.00,11585.00,11882.00,12171.00,12353.00,12720.00
918,11628.1576,422.5046,13.4521,1.000000,1.000000,497.22,737,10769.00,10985.00,11109.00,11330.00,11599.00,11895.00,12185.00,12366.00,12733.00
919,11641.6226,422.8701,13.4651,1.000000,1.000000,496.96,737,10781.00,10999.00,11122.00,11344.00,11612.00,11909.00,12199.00,12380.00,12748.00
920,11655.1545,423.0985,13.5319,1.000000,1.000000,496.70,737,10793.00,11012.00,11136.00,11357.00,11626.00,11923.00,12213.00,12394.00,12761.00
921,11668.5918,423.3844,13.4372,1.000000,1.000000,496.44,737,10805.00,11025.00,11149.00,11370.00,11639.00,11937.00,12227.00,12408.00,12777.00
922,11682.0543,423.7839,13.4625,1.000000,1.000000,496.18,737,10818.00,11038.00,11162.00,11383.00,11653.00,11950.00,12241.00,12422.00,12790.01
923,11695.5825,424.0593,13.5283,1.000000,1.000000,495.92,737,10830.00,11051.00,11175.00,11397.00,11666.00,11964.00,12255.00,12437.00,12804.00
924,11708.9938,424.2863,13.4112,1.000000,1.000000,495.66,737,10844.00,11064.00,11188.00,11410.00,11680.00,11977.00,12267.00,12450.00,12819.00
925,11722.4472,424.6048,13.4534,1.000000,1.000000,495.40,737,10856.00,11077.00,11201.00,11424.00,11693.00,11991.00,12282.00,12464.00,12835.00
926,11735.8769,424.9640,13.4297,1.000000,1.000000,495.13,737,10868.00,11089.00,11214.00,11437.00,11707.00,12004.00,12296.00,12478.00,12848.00
927,11749.3014,425.2553,13.4245,1.000000,1.000000,494.87,737,10881.99,11101.00,11227.00,11450.00,11721.00,12018.00,12309.00,12492.00,12865.00
928,11762.7236,425.5867,13.4221,1.000000,1.000000,494.61,737,10894.00,11114.00,11240.00,11464.00,11734.00,12032.00,12323.00,12505.00,12878.00
929,11776.1824,425.7629,13.4589,1.000000,1.000000,494.35,737,10907.00,11127.00,11253.00,11477.00,11748.00,12045.00,12336.00,12520.00,12893.00
930,11789.6414,426.0413,13.4589,1.000000,1.000000,494.09,737,10919.00,11140.00,11266.00,11490.00,11761.00,12059.00,12349.00,12534.00,12907.00
931,11803.0557,426.3726,13.4143,1.000000,1.000000,493.83,737,10932.00,11153.00,11279.00,11503.00,11775.00,12073.00,12363.00,12547.00,12920.00
932,11816.6205,426.5144,13.5648,1.000000,1.000000,493.57,737,10944.00,11166.00,11292.00,11516.00,11788.00,12086.00,12377.00,12561.00,12934.00
933,11829.9646,426.8222,13.3441,1.000000,1.000000,493.31,737,10957.00,11178.00,11306.00,11529.00,11802.00,12100.00,12391.00,12575.00,12949.00
934,11843.4014,427.1110,13.4368,1.000000,1.000000,493.05,737,10970.00,11191.00,11319.00,11543.00,11815.00,12114.00,12404.00,12588.00,12962.00
935,11856.7865,427.2955,13.3851,1.000000,1.000000,492.79,737,10982.00,11204.95,11332.00,11556.00,11828.00,12127.00,12418.00,12602.00,12975.00
936,11870.2337,427.6202,13.4472,1.000000,1.000000,492.53,737,10994.99,11217.00,11345.00,11569.00,11842.00,12141.00,12431.00,12617.00,12989.00
937,11883.7979,427.9345,13.5642,1.000000,1.000000,492.27,737,11007.00,11230.00,11358.00,11583.00,11855.00,12155.00,12445.00,12631.00,13005.00
938,11897.1989,428.1444,13.4010,1.000000,1.000000,492.01,737,11020.00,11244.00,11371.00,11596.00,11868.00,12168.00,12459.00,12644.05,13018.00
939,11910.6583,428.4515,13.4594,1.000000,1.000000,491.75,737,11033.00,11257.00,11384.00,11609.00,11882.00,12182.00,12473.00,12659.00,13031.00
940,11924.2094,428.6829,13.5511,1.000000,1.000000,491.49,737,11046.00,11270.00,11397.00,11623.00,11896.00,12196.00,12487.00,12673.00,13043.01
941,11937.7092,429.0436,13.4998,1.000000,1.000000,491.23,737,11058.00,11283.00,11410.00,11636.00,11909.00,12210.00,12501.00,12688.00,13058.00
942,11951.1416,429.2349,13.4325,1.000000,1.000000,490.97,737,11072.00,11296.00,11423.00,11650.00,11923.00,12223.00,12515.00,12702.00,13071.00
943,11964.6144,429.4458,13.4728,1.000000,1.000000,490.71,737,11087.00,11309.00,11436.00,11663.00,11936.00,12237.00,12528.00,12716.00,13085.00
944,11978.0662,429.7566,13.4518,1.000000,1.000000,490.44,737,11098.99,11323.00,11449.00,11676.00,11949.00,12251.00,12541.00,12730.00,13098.00
945,11991.5448,430.0149,13.4786,1.000000,1.000000,490.18,737,11112.00,11336.00,11462.00,11689.00,11963.00,12264.00,12555.00,12744.00,13112.00
946,12004.9484,430.2899,13.4036,1.000000,1.000000,489.92,737,11125.00,11348.00,11476.00,11703.00,11977.00,12278.00,12570.00,12758.00,13126.00
947,12018.3900,430.5553,13.4415,1.000000,1.000000,489.66,737,11137.00,11362.00,11489.00,11716.00,11990.00,12292.00,12583.00,12772.00,13141.00
948,12031.8140,430.8226,13.4240,1.000000,1.000000,489.40,737,11151.00,11375.00,11501.00,11729.00,12004.00,12305.00,12597.00,12785.00,13154.00
949,12045.3490,431.0825,13.5350,1.000000,1.000000,489.14,737,11163.00,11388.00,11515.00,11742.00,12018.00,12319.00,12611.00,12799.00,13169.00
950,12058.8383,431.3502,13.4893,1.000000,1.000000,488.88,737,11176.00,11401.00,11528.00,11756.00,12031.00,12332.00,12625.00,12813.00,13183.00
951,12072.2747,431.6049,13.4364,1.000000,1.000000,488.62,737,11190.00,11414.00,11541.00,11769.00,12044.00,12346.00,12639.00,12827.00,13197.00
952,12085.6563,431.8366,13.3817,1.000000,1.000000,488.36,737,11203.00,11426.00,11554.00,11782.00,12058.00,12360.00,12652.00,12840.00,13211.00
953,12099.0555,431.9859,13.3992,1.000000,1.000000,488.10,737,11215.00,11439.00,11567.00,11796.00,12071.00,12374.00,12666.00,12854.00,13225.00
954,12112.5692,432.3110,13.5137,1.000000,1.000000,487.84,737,11228.00,11453.00,11580.00,11809.00,12085.00,12387.00,12680.00,12868.00,13238.00
955,12125.9836,432.5253,13.4145,1.000000,1.000000,487.58,737,11241.00,11465.00,11594.00,11822.00,12098.00,12401.00,12694.00,12882.00,13252.00
956,12139.4944,432.7917,13.5108,1.000000,1.000000,487.32,737,11253.00,11478.00,11607.00,11835.00,12112.00,12414.00,12708.00,12895.00,13267.00
957,12152.8133,432.9831,13.3189,1.000000,1.000000,487.06,737,11267.00,11491.95,11620.00,11848.00,12125.00,12427.00,12721.00,12909.00,13280.00
958,12166.2345,433.1944,13.4212,1.000000,1.000000,486.80,737,11281.00,11505.00,11633.00,11861.00,12139.00,12441.00,12736.00,12923.00,13292.00
959,12179.5837,433.2879,13.3492,1.000000,1.000000,486.54,737,11294.00,11517.95,11646.00,11875.00,12152.00,12455.00,12749.00,12937.00,13306.00
960,12195.8259,429.2050,16.2422,1.000000,1.000000,486.28,737,11343.00,11545.00,11668.00,11890.00,12166.00,12468.00,12763.00,12950.00,13320.00
961,12209.2544,429.4527,13.4284,1.000000,1.000000,486.02,737,11355.00,11558.00,11681.00,11903.00,12179.00,12482.00,12776.10,12964.00,13333.01
962,12222.7167,429.7638,13.4623,1.000000,1.000000,485.76,737,11367.00,11571.00,11694.00,11917.00,12193.00,12495.00,12791.00,12978.00,13347.00
963,12236.1092,430.0453,13.3925,1.000000,1.000000,485.50,737,11379.00,11583.00,11708.00,11930.00,12206.00,12509.00,12805.00,12991.00,13362.00
964,12249.7022,430.4367,13.5931,1.000000,1.000000,485.24,737,11390.00,11596.00,11720.00,11944.00,12220.00,12523.00,12818.00,13005.00,13374.00
965,12263.1507,430.8684,13.4484,1.000000,1.000000,484.98,737,11402.00,11609.00,11733.00,11957.00,12233.00,12536.00,12832.00,13020.00,13391.00
966,12276.7099,431.1855,13.5592,1.000000,1.000000,484.72,737,11415.00,11622.00,11747.00,11971.00,12247.00,12550.00,12847.00,13033.00,13406.00
967,12290.1527,431.5132,13.4429,1.000000,1.000000,484.46,737,11427.00,11634.00,11760.00,11984.00,12260.00,12564.00,12860.00,13047.00,13420.00
968,12303.6294,431.7067,13.4766,1.000000,1.000000,484.20,737,11439.00,11647.00,11773.00,11997.00,12274.00,12578.00,12874.00,13061.00,13434.00
969,12317.2361,431.8725,13.6067,1.000000,1.000000,483.94,737,11453.00,11660.00,11787.00,12011.00,12288.00,12591.00,12888.00,13075.00,13449.00
970,12330.6665,432.1798,13.4304,1.000000,1.000000,483.68,737,11463.00,11673.00,11800.00,12024.00,12301.00,12605.00,12902.00,13088.00,13462.00
971,12344.2323,432.5589,13.5658,1.000000,1.000000,483.41,737,11475.99,11686.00,11813.00,12037.00,12315.00,12618.00,12916.00,13102.00,13477.00
972,12357.7663,432.8169,13.5340,1.000000,1.000000,483.15,737,11487.00,11699.00,11826.00,12051.00,12328.00,12632.00,12929.00,13116.00,13494.00
973,12371.1748,432.9708,13.4085,1.000000,1.000000,482.89,737,11500.00,11712.00,11839.00,12064.00,12342.00,12646.00,12943.00,13129.00,13507.00
974,12384.6497,433.1822,13.4748,1.000000,1.000000,482.63,737,11511.00,11725.00,11853.00,12078.00,12355.00,12659.00,12956.00,13143.00,13521.00
975,12398.1387,433.4808,13.4890,1.000000,1.000000,482.37,737,11524.00,11738.00,11865.00,12091.00,12369.00,12673.00,12971.00,13157.00,13534.00
976,12411.5617,433.7876,13.4231,1.000000,1.000000,482.11,737,11535.00,11751.00,11879.00,12104.00,12382.00,12686.00,12984.00,13171.00,13548.00
977,12425.0444,434.1894,13.4827,1.000000,1.000000,481.85,737,11548.00,11764.00,11892.00,12118.00,12396.00,12699.00,12999.00,13185.00,13562.00
978,12438.5505,434.5398,13.5060,1.000000,1.000000,481.59,737,11560.00,11776.00,11905.00,12131.00,12409.00,12713.00,13012.00,13198.00,13577.00
979,12452.0061,434.7555,13.4556,1.000000,1.000000,481.33,737,11571.00,11790.00,11918.00,12145.00,12423.00,12727.00,13026.00,13212.00,13589.00
980,12465.4561,434.9440,13.4500,1.000000,1.000000,481.07,737,11583.00,11804.00,11931.00,12158.00,12436.00,12740.00,13040.00,13225.00,13604.00
981,12478.9541,435.1627,13.4980,1.000000,1.000000,480.81,737,11594.00,11816.00,11944.00,12171.00,12449.00,12754.00,13053.00,13239.00,13618.00
982,12492.4079,435.3291,13.4538,1.000000,1.000000,480.55,737,11608.00,11829.00,11957.00,12184.00,12463.00,12768.00,13067.00,13253.00,13632.00
983,12505.8919,435.6623,13.4840,1.000000,1.000000,480.29,737,11619.00,11842.00,11970.00,12198.00,12476.00,12782.00,13081.00,13267.00,13643.00
984,12519.3676,435.9195,13.4757,1.000000,1.000000,480.03,737,11631.00,11855.00,11984.00,12211.00,12490.00,12795.00,13094.00,13281.00,13659.00
985,12532.8414,436.1809,13.4738,1.000000,1.000000,479.77,737,11644.00,11868.00,11997.00,12224.00,12504.00,12809.00,13108.00,13295.00,13674.00
986,12546.3305,436.4425,13.4891,1.000000,1.000000,479.51,737,11657.00,11880.00,12009.00,12238.00,12517.00,12823.00,13122.00,13309.00,13686.00
987,12559.8064,436.7416,13.4759,1.000000,1.000000,479.25,737,11668.00,11894.00,12022.00,12251.00,12531.00,12836.00,13137.00,13323.00,13702.00
988,12573.3569,437.0454,13.5505,1.000000,1.000000,478.99,737,11681.00,11907.00,12036.00,12265.00,12544.00,12850.00,13150.00,13337.00,13716.00
989,12586.8069,437.3255,13.4500,1.000000,1.000000,478.73,737,11694.00,11920.00,12049.00,12278.00,12558.00,12864.00,13163.00,13351.00,13729.00
990,12600.3814,437.7033,13.5745,1.000000,1.000000,478.47,737,11706.99,11933.00,12062.00,12292.00,12572.00,12878.00,13178.00,13365.00,13744.00
991,12613.8335,438.0239,13.4521,1.000000,1.000000,478.21,737,11719.00,11946.00,12075.00,12306.00,12585.00,12891.00,13192.00,13378.00,13758.00
992,12627.2544,438.2883,13.4209,1.000000,1.000000,477.95,737,11732.00,11959.00,12088.00,12318.00,12599.00,12905.00,13205.00,13393.00,13770.00
993,12640.7500,438.4852,13.4956,1.000000,1.000000,477.69,737,11744.00,11971.00,12101.00,12332.00,12612.00,12918.00,13219.00,13407.00,13783.00
994,12654.1887,438.6247,13.4387,1.000000,1.000000,477.43,737,11757.00,11984.00,12115.00,12345.00,12625.00,12932.00,13232.00,13420.00,13796.00
995,12667.6057,438.8612,13.4169,1.000000,1.000000,477.17,737,11770.00,11997.00,12128.00,12359.00,12639.00,12946.00,13246.00,13434.00,13812.00
996,12681.0482,439.2328,13.4425,1.000000,1.000000,476.91,737,11781.00,12011.00,12141.00,12372.00,12653.00,12959.00,13260.00,13448.00,13824.01
997,12694.5379,439.4511,13.4897,1.000000,1.000000,476.65,737,11795.00,12023.00,12154.00,12385.00,12666.00,12973.00,13274.00,13462.00,13837.00
998,12708.0731,439.6489,13.5352,1.000000,1.000000,476.39,737,11808.00,12037.00,12167.00,12399.00,12680.00,12987.00,13288.00,13476.00,13852.00
999,12721.5488,439.9133,13.4757,1.000000,1.000000,476.13,737,11820.00,12050.00,12181.00,12412.00,12693.00,13001.00,13300.00,13489.00,13867.00
1000,12735.0266,440.1303,13.4778,1.000000,1.000000,475.87,737,11832.00,12063.00,12194.00,12425.00,12707.00,13015.00,13314.00,13503.00,13880.00
